time_stamp,power_refrigerator,power_dishwaser,power_microwave,power_electric_heat,power_stove
0,66621.0,208037.0,98452.0,434.0,372.0
1,31211.0,690646.0,3671.0,0.0,0.0
2,40930.0,185132.0,3874.0,0.0,0.0
3,64984.0,27.0,3820.0,0.0,0.0
4,32453.0,18.0,3796.0,0.0,0.0
5,39606.0,7.0,3800.0,0.0,0.0
6,62458.0,19.0,3800.0,0.0,0.0
7,18522.0,14.0,3800.0,0.0,0.0
8,50033.0,7.0,3800.0,0.0,0.0
9,59947.0,12.0,3796.0,0.0,0.0
10,40159.0,30.0,3838.0,1.0,2.0
11,83113.0,38.0,181152.0,963.0,814.0
12,75814.0,26.0,46618.0,1183.0,1130.0
13,5736.0,2.0,3640.0,0.0,0.0
14,91565.0,196831.0,73305.0,314.0,265.0
15,62373.0,432324.0,3780.0,0.0,0.0
16,5609.0,4700.0,3572.0,0.0,0.0
17,85366.0,37.0,3672.0,0.0,0.0
18,63000.0,27.0,3644.0,0.0,0.0
19,5935.0,1.0,3564.0,0.0,0.0
20,81407.0,26.0,3664.0,0.0,0.0
21,51112.0,153.0,3608.0,0.0,10.0
22,177316.0,425.0,3736.0,0.0,10.0
23,39669.0,4.0,74752.0,324.0,279.0
