time_stamp,power_refrigerator,power_dishwaser,power_microwave,power_electric_heat,power_stove
0,7390.0,693167.0,3708.0,0.0,1.0
1,75921.0,225389.0,3879.0,0.0,0.0
2,184518.0,510.0,4169.0,0.0,0.0
3,204278.0,482.0,4037.0,0.0,0.0
4,69991.0,43.0,3953.0,0.0,0.0
5,6560.0,0.0,3800.0,0.0,0.0
6,6551.0,5.0,3800.0,0.0,0.0
7,88785.0,25.0,3804.0,0.0,0.0
8,65676.0,21.0,3800.0,0.0,0.0
9,27179.0,14.0,3796.0,0.0,0.0
10,42597.0,6.0,24538.0,100.0,163.0
11,72895.0,43.0,80285.0,1265.0,1113.0
12,68242.0,41.0,70073.0,297.0,255.0
13,2367.0,0.0,1608.0,0.0,0.0
14,2896.0,0.0,1946.0,0.0,0.0
15,63918.0,68.0,4083.0,0.0,2.0
16,67164.0,66.0,4123.0,0.0,2.0
17,55305.0,20.0,27891.0,112.0,90.0
18,8544.0,0.0,4145.0,0.0,0.0
19,56820.0,34.0,4165.0,0.0,1.0
20,57084.0,23.0,4156.0,0.0,0.0
21,57675.0,27.0,4047.0,0.0,0.0
22,109514.0,351.0,208067.0,983.0,767.0
23,197051.0,405.0,69150.0,315.0,346.0
