time_stamp,power_refrigerator,power_dishwaser,power_microwave,power_electric_heat,power_stove
0,29990.0,27.0,4040.0,0.0,16.0
1,22766.0,151.0,4100.0,0.0,2.0
2,80981.0,542356.0,28960.0,113.0,96.0
3,60357.0,329248.0,4393.0,0.0,0.0
4,6261.0,400828.0,3734.0,0.0,0.0
5,85221.0,43.0,3800.0,0.0,0.0
6,59602.0,26.0,3800.0,0.0,0.0
7,6622.0,0.0,3800.0,0.0,0.0
8,82249.0,52.0,3804.0,0.0,0.0
9,55763.0,25.0,3800.0,0.0,0.0
10,6603.0,1.0,3800.0,0.0,0.0
11,75956.0,78.0,93322.0,416.0,561.0
12,179525.0,648.0,32735.0,866.0,757.0
13,85876.0,75.0,29798.0,120.0,97.0
14,71911.0,201.0,37052.0,418.0,304895.0
15,16171.0,72.0,65091.0,294.0,235.0
16,72028.0,34.0,4790.0,38.0,8.0
17,41887.0,46.0,4606.0,0.0,0.0
18,46697.0,15.0,4624.0,0.0,0.0
19,37362.0,39.0,4484.0,0.0,0.0
20,50343.0,15.0,4435.0,0.0,0.0
21,73911.0,476786.0,4181.0,0.0,0.0
22,68277.0,573212.0,3946.0,0.0,0.0
23,85926.0,84690.0,253074.0,1525.0,1136.0
