time_stamp,power_refrigerator,power_dishwaser,power_microwave,power_electric_heat,power_stove
0,70593.0,37.0,3783.0,0.0,0.0
1,27377.0,16.0,3799.0,0.0,0.0
2,49485.0,8.0,3800.0,0.0,0.0
3,69673.0,28.0,3800.0,0.0,0.0
4,6488.0,0.0,3800.0,0.0,0.0
5,69135.0,20.0,3796.0,0.0,0.0
6,54020.0,19.0,3800.0,0.0,0.0
7,20330.0,3.0,3556.0,0.0,0.0
8,67012.0,33.0,3800.0,0.0,0.0
9,15257.0,11.0,3800.0,0.0,0.0
10,59207.0,22.0,63920.0,341.0,389.0
11,55801.0,19.0,3999.0,0.0,0.0
12,49924.0,17.0,3837.0,869.0,711.0
13,10201.0,1.0,3804.0,0.0,0.0
14,185930.0,549.0,3804.0,0.0,65.0
15,57663.0,6.0,3804.0,0.0,0.0
16,59696.0,14.0,3796.0,0.0,0.0
17,53548.0,17.0,3796.0,0.0,0.0
18,52569.0,13.0,3800.0,0.0,0.0
19,18729.0,21.0,3804.0,0.0,0.0
20,43122.0,4.0,3804.0,0.0,0.0
21,52613.0,17.0,3800.0,0.0,0.0
22,54322.0,34.0,3800.0,0.0,2.0
23,52186.0,14.0,3811.0,0.0,0.0
