time_stamp,power_refrigerator,power_dishwaser,power_microwave,power_electric_heat,power_stove
0,58152.0,54.0,179576.0,852.0,712.0
1,49834.0,43.0,4131.0,0.0,0.0
2,45906.0,52.0,4577.0,46.0,5.0
3,54001.0,57.0,3800.0,0.0,2.0
4,65322.0,63.0,3800.0,0.0,0.0
5,43945.0,53.0,3800.0,0.0,0.0
6,38956.0,39.0,3800.0,0.0,0.0
7,39210.0,46.0,3800.0,0.0,0.0
8,40980.0,60.0,3800.0,1.0,2.0
9,49282.0,60.0,3800.0,0.0,0.0
10,58138.0,37.0,3796.0,0.0,0.0
11,41901.0,29.0,180523.0,1585.0,1493.0
12,39100.0,33.0,4596.0,0.0,1.0
13,36982.0,28.0,4522.0,0.0,0.0
14,36844.0,25.0,4512.0,0.0,0.0
15,38682.0,24.0,28734.0,110.0,96.0
16,55692.0,54.0,4494.0,0.0,0.0
17,54113.0,53.0,4515.0,1.0,2.0
18,37743.0,28.0,4708.0,278.0,199.0
19,38725.0,41.0,4564.0,0.0,0.0
20,38274.0,39.0,4492.0,0.0,0.0
21,38078.0,35.0,4408.0,0.0,0.0
22,46609.0,57.0,4301.0,17.0,11.0
23,61615.0,302.0,41417.0,268.0,149.0
