time_stamp,power_refrigerator,power_dishwaser,power_microwave,power_electric_heat,power_stove
0,,,,,
1,,,,,
2,,,,,
3,,,,,
4,,,,,
5,,,,,
6,,,,,
7,,,,,
8,,,,,
9,,,,,
10,,,,,
11,,,,,
12,,,,,
13,,,,,
14,798.0,0.0,484.0,0.0,0.0
15,26488.0,19.0,3800.0,0.0,0.0
16,63308.0,19.0,3796.0,0.0,0.0
17,15828.0,1.0,3800.0,0.0,0.0
18,53245.0,20.0,3796.0,0.0,1.0
19,48691.0,22.0,3796.0,0.0,0.0
20,133657.0,479.0,3796.0,0.0,115.0
21,116206.0,95.0,3800.0,0.0,2.0
22,63256.0,31.0,3796.0,0.0,0.0
23,34437.0,18.0,3800.0,0.0,0.0
